customer_id,age,gender,monthly_spend,membership_years,region,churn
CUST02798,51,Female,61.10,8,North,0
CUST02799,18,Male,399.57,5,East,0
CUST02800,,Male,113.95,3,West,0
CUST02801,N/A,Male,$,6,South,0
CUST02802,42,Male,353.50,2,East,1
CUST02803,29,Male,169.51,2,South,0
CUST02804,37,Female,456.99,10,South,0
CUST02805,19,,-,8,n,1
CUST02806,59,Female,315.54,0,North,1
CUST02807,50,Female,397.35,3,North,0
CUST02808,39,Female,444.92,9,West,0
CUST02809,20,Male,87.11,,n,0
CUST02810,39,Male,198.91,unknown,n,0
CUST02811,62,,310.52,8,West,1
CUST02812,62,Male,238.30,-1,East,0
CUST02813,41,Female,379.60,14,South,1
CUST02814,,Female,272.08,1,East,0
CUST02815,61,Male,missing,6,East,1
CUST02816,49,Female,abc,unknown,East,0
CUST02817,38,Male,abc,11,West,0
CUST02818,41,Female,,2,North,0
CUST02819,64,Male,274.48,None,West,1
CUST02820,47,Female,60.80,3,West,0
CUST02821,49,unknown,287.28,,South,1
CUST02822,45,Male,abc,,North,0
CUST02823,Twenty,Male,475.29,unknown,South,1
CUST02824,29,F,315.20,2,West,0
CUST02825,63,Male,212.98,0,n,1
CUST02826,thirty-five,Female,344.71,14,West,1
CUST02827,55,Female,missing,None,North,1
CUST02828,64,Male,None,10,West,1
CUST02829,39,Female,82.52,14,West,0
CUST02830,49,Female,278.84,10,,1
CUST02831,20,M,233.98,3,,1
CUST02832,22,Male,,12,,0
CUST02833,,Male,51.77,13,n,0
CUST02834,38,Male,370.35,3,North,0
CUST02835,23,,372.94,1,East,0
CUST02836,31,F,142.08,3,West,1
CUST02837,35,F,176.72,10,North,0
CUST02838,20,Male,477.96,-1,?,1
CUST02839,,Female,129.67,10,South,0
CUST02840,62,Male,417.54,,SOUTH,0
CUST02841,21,Male,355.80,14,West,0
CUST02842,25,Female,abc,-1,South,0
CUST02843,thirty-five,Female,abc,13,North,1
CUST02844,Twenty,F,198.60,None,West,1
CUST02845,24,Male,329.39,13,West,0
CUST02846,66,,310.58,8,North,1
CUST02847,24,Female,433.15,0,West,1
CUST02848,37,F,71.01,,East,0
CUST02849,43,Male,191.56,3,eest,1
CUST02850,61,Male,abc,14,North,1
CUST02851,60,Female,499.64,6,South,1
CUST02852,27,,-,12,West,1
CUST02853,66,Male,,-1,East,1
CUST02854,57,Female,188.78,12,West,1
CUST02855,26,Female,80.94,9,West,1
CUST02856,22,Male,260.52,8,South,0
CUST02857,57,Female,398.93,0,East,0
CUST02858,N/A,Female,292.27,-1,North,0
CUST02859,,Female,missing,14,South,0
CUST02860,38,Female,409.42,12,,1
CUST02861,68,Male,$,11,East,1
CUST02862,,Male,111.98,-1,North,1
CUST02863,37,Female,293.27,2,,0
CUST02864,62,Male,333.31,3,East,0
CUST02865,N/A,F,332.92,10,North,0
CUST02866,65,Female,186.38,None,North,0
CUST02867,55,,117.83,3,North,1
CUST02868,28,Female,376.44,0,North,0
CUST02869,68,Female,90.88,13,n,0
CUST02870,31,Male,-,unknown,West,1
CUST02871,29,Female,266.65,12,North,1
CUST02872,N/A,Male,51.97,4,South,1
CUST02873,45,Male,157.63,13,South,0
CUST02874,26,unknown,126.55,11,North,0
CUST02875,43,Female,,7,North,1
CUST02876,,,212.06,2,SOUTH,0
CUST02877,30,Female,330.63,7,?,0
CUST02878,21,Female,85.34,None,West,1
CUST02879,52,Male,436.44,10,South,0
CUST02880,53,Female,484.46,3,South,0
CUST02881,69,M,369.47,-1,East,0
CUST02882,36,Female,204.55,-1,North,1
CUST02883,24,Female,389.08,0,West,1
CUST02884,64,Male,318.59,,West,1
CUST02885,46,Female,364.69,10,,0
CUST02886,27,,426.01,4,South,0
CUST02887,43,M,181.13,7,,0
CUST02888,56,Female,430.75,12,South,1
CUST02889,47,Female,441.86,4,West,1
CUST02890,49,Female,78.74,5,north ,0
CUST02891,64,F,96.14,12,North,0
CUST02892,69,Female,414.83,5,North,0
CUST02893,Twenty,Female,298.87,4,South,0
CUST02894,68,Male,491.60,6,East,0
CUST02895,30,Male,163.74,6,North,0
CUST02896,57,Male,301.95,9,?,1
CUST02897,33,Female,-,1,East,1
CUST02898,N/A,Female,481.46,2,East,1
CUST02899,48,Female,468.49,2,North,0
CUST02900,53,Female,423.25,1,South,1
CUST02901,62,Female,357.25,3,East,0
CUST02902,18,Female,missing,4,n,0
CUST02903,N/A,Male,486.53,,North,1
CUST02904,33,Female,360.10,0,West,0
CUST02905,43,unknown,135.69,14,North,1
CUST02906,50,Female,$,3,SOUTH,1
CUST02907,59,Female,475.33,,West,1
CUST02908,24,Female,143.82,6,West,0
CUST02909,35,Female,$,10,South,1
CUST02910,62,Female,323.43,14,north ,0
CUST02911,68,Male,263.91,6,East,0
CUST02912,,Male,missing,6,North,1
CUST02913,thirty-five,Female,abc,13,East,1
CUST02914,37,Male,-,3,north ,1
CUST02915,Twenty,,108.09,None,North,1
CUST02916,37,Male,195.44,3,South,1
CUST02917,29,Male,274.07,1,South,1
CUST02918,30,Female,81.27,99,,1
CUST02919,27,Female,109.66,9,n,1
CUST02920,49,Female,missing,11,West,1
CUST02921,41,Male,82.71,2,north ,0
CUST02922,30,Male,125.43,4,North,1
CUST02923,22,F,90.49,3,West,0
CUST02924,29,Male,121.16,-1,West,1
CUST02925,Twenty,Female,$,4,North,0
CUST02926,,Male,416.14,5,South,1
CUST02927,47,Male,-,10,West,0
CUST02928,63,Female,322.02,1,West,0
CUST02929,34,,256.83,5,north ,1
CUST02930,Twenty,Female,409.18,5,East,1
CUST02931,49,Male,275.33,10,East,1
CUST02932,Twenty,Female,-,9,West,0
CUST02933,29,M,109.47,0,South,1
CUST02934,57,Male,None,13,South,0
CUST02935,thirty-five,Female,213.98,7,East,1
CUST02936,24,Female,448.87,,East,1
CUST02937,N/A,Male,113.12,0,West,1
CUST02938,69,Male,304.28,13,East,0
CUST02939,38,M,253.91,12,East,0
CUST02940,56,,178.83,10,,1
CUST02941,63,Female,abc,5,North,0
CUST02942,Twenty,Female,161.11,-1,East,1
CUST02943,61,Female,215.72,-1,South,1
CUST02944,62,Male,425.76,1,North,1
CUST02945,45,M,490.67,1,North,0
CUST02946,24,Male,190.18,6,South,0
CUST02947,Twenty,Male,311.51,13,North,0
CUST02948,thirty-five,other,85.99,,East,1
CUST02949,50,Male,None,11,East,0
CUST02950,,Male,None,3,West,1
CUST02951,,,450.05,10,north ,0
CUST02952,52,Female,169.40,4,East,1
CUST02953,57,Female,431.17,13,eest,1
CUST02954,,,269.39,13,East,0
CUST02955,33,Male,,11,South,0
CUST02956,thirty-five,Female,119.33,13,East,1
CUST02957,Twenty,Male,282.83,11,West,1
CUST02958,47,M,318.96,7,West,1
CUST02959,28,F,264.42,11,SOUTH,1
CUST02960,19,Male,152.79,0,West,1
CUST02961,45,other,68.85,6,South,0
CUST02962,59,Male,310.20,99,North,0
CUST02963,21,Male,387.57,0,East,0
CUST02964,64,Female,-,13,East,1
CUST02965,57,,424.30,14,East,0
CUST02966,41,unknown,missing,9,North,1
CUST02967,68,Female,missing,4,North,0
CUST02968,,Female,297.49,9,South,1
CUST02969,N/A,Male,$,6,South,1
CUST02970,28,Male,$,9,East,0
CUST02971,43,Female,147.28,99,,0
CUST02972,37,Male,abc,10,West,0
CUST02973,19,Female,326.71,3,West,0
CUST02974,19,Male,202.41,2,East,0
CUST02975,Twenty,Female,271.75,4,South,0
CUST02976,,Female,169.07,13,,0
CUST02977,49,M,370.43,8,East,0
CUST02978,47,unknown,-,8,South,1
CUST02979,47,Female,110.86,13,North,0
CUST02980,30,Male,182.44,14,South,0
CUST02981,38,Male,390.07,11,North,1
CUST02982,42,Male,,3,South,1
CUST02983,38,Female,369.57,4,North,0
CUST02984,34,Female,231.65,7,South,0
CUST02985,58,Male,484.66,3,West,0
CUST02986,55,F,$,8,South,0
CUST02987,36,Female,394.28,,South,1
CUST02988,,Male,374.86,13,West,1
CUST02989,48,Female,265.42,2,North,0
CUST02990,42,Female,231.60,12,n,0
CUST02991,33,Male,$,12,South,1
CUST02992,19,Male,115.53,11,East,0
CUST02993,,Male,449.91,10,East,1
CUST02994,25,,280.88,3,North,0
CUST02995,20,Female,77.89,11,West,0
CUST02996,24,Female,307.91,3,north ,1
CUST02997,55,Female,139.88,13,South,1
CUST02998,thirty-five,,None,3,South,0
CUST02999,62,Male,124.49,4,,0
CUST03000,N/A,Female,208.36,7,South,0
CUST03001,31,Male,260.55,2,North,1
CUST03002,41,other,,8,North,1
CUST03003,30,Female,256.07,13,East,1
CUST03004,56,Female,264.07,9,East,0
CUST03005,36,Male,394.60,-1,West,0
CUST03006,69,Female,236.33,-1,East,0
CUST03007,53,Female,386.25,6,East,1
CUST03008,68,Female,152.04,3,East,0
CUST03009,,Female,239.13,0,n,0
CUST03010,63,Female,342.41,2,,0
CUST03011,38,Male,208.92,unknown,,0
CUST03012,53,Female,165.81,2,North,0
CUST03013,69,Male,$,14,South,0
CUST03014,54,Male,331.47,11,South,1
CUST03015,Twenty,other,141.20,,West,0
CUST03016,64,Male,324.36,-1,North,0
CUST03017,19,Female,413.02,11,South,0
CUST03018,20,Female,499.44,10,West,0
CUST03019,64,Male,351.01,5,East,0
CUST03020,52,Female,356.69,12,West,1
CUST03021,52,Female,344.41,1,East,1
CUST03022,55,other,196.06,7,East,1
CUST03023,20,Male,abc,6,East,0
CUST03024,50,Female,305.81,12,,0
CUST03025,32,Female,190.58,12,North,1
CUST03026,65,Female,212.21,8,West,0
CUST03027,31,Male,-,3,East,0
CUST03028,64,Female,,7,,0
CUST03029,51,Female,314.89,14,North,1
CUST03030,37,Male,488.79,10,North,1
CUST03031,25,F,418.71,2,West,1
CUST03032,57,,,3,north ,0
CUST03033,31,Female,180.79,14,North,1
CUST03034,37,Male,438.08,7,East,0
CUST03035,Twenty,other,272.05,13,South,1
CUST03036,31,Male,169.40,4,North,0
CUST03037,42,Female,None,1,north ,1
CUST03038,52,Female,117.83,6,West,1
CUST03039,37,Male,208.32,8,South,0
CUST03040,Twenty,Male,,5,South,0
CUST03041,55,Male,387.54,1,West,1
CUST03042,65,Male,279.38,7,South,1
CUST03043,53,Female,411.69,1,East,1
CUST03044,45,Female,430.59,4,South,1
CUST03045,,Male,470.31,12,North,1
CUST03046,37,Female,76.79,99,,1
CUST03047,thirty-five,Male,57.23,1,South,1
CUST03048,24,Female,-,3,West,0
CUST03049,,Female,445.55,10,n,0
CUST03050,66,Male,262.95,4,north ,1
CUST03051,,Male,229.39,9,SOUTH,0
CUST03052,41,Male,105.77,None,,1
CUST03053,26,Female,338.67,-1,East,1
CUST03054,23,Female,298.29,9,North,0
CUST03055,28,F,399.55,8,n,1
CUST03056,56,Female,89.12,0,East,0
CUST03057,58,Male,421.39,9,North,0
CUST03058,46,Male,191.02,8,South,1
CUST03059,57,Female,83.01,6,East,1
CUST03060,24,Male,440.31,13,West,0
CUST03061,55,Female,262.76,2,East,1
CUST03062,thirty-five,Female,276.88,0,North,1
CUST03063,43,Male,193.07,12,South,0
CUST03064,,Female,-,10,North,0
CUST03065,thirty-five,Male,243.65,None,West,1
CUST03066,N/A,Female,264.04,2,West,1
CUST03067,67,Female,61.90,1,West,1
CUST03068,Twenty,Male,143.98,unknown,East,1
CUST03069,,Female,328.26,13,North,1
CUST03070,36,Female,214.42,unknown,North,1
CUST03071,thirty-five,Female,173.62,-1,North,1
CUST03072,33,Male,470.08,10,,0
CUST03073,29,Female,313.14,unknown,South,1
CUST03074,25,Male,318.28,3,SOUTH,1
CUST03075,40,,462.67,2,West,0
CUST03076,23,Male,$,5,South,1
CUST03077,48,Female,163.74,,South,1
CUST03078,68,Female,None,6,West,0
CUST03079,31,Male,481.03,,East,0
CUST03080,N/A,unknown,$,2,n,1
CUST03081,64,other,50.15,13,eest,1
CUST03082,18,Female,$,11,West,0
CUST03083,67,Male,474.36,5,North,0
CUST03084,27,F,369.20,11,North,0
CUST03085,66,Male,137.84,7,East,1
CUST03086,60,other,473.16,unknown,South,0
CUST03087,25,Female,256.43,0,West,0
CUST03088,thirty-five,,None,7,East,0
CUST03089,55,Male,289.56,10,West,1
CUST03090,,,203.34,8,north ,0
CUST03091,,Male,83.64,99,West,0
CUST03092,31,Male,417.56,13,East,1
CUST03093,34,Female,None,8,East,1
CUST03094,62,Female,326.38,2,North,0
CUST03095,18,Male,318.53,2,East,1
CUST03096,28,Male,337.83,5,East,0
CUST03097,52,Male,197.76,,South,0
CUST03098,47,F,220.42,5,North,1
CUST03099,59,Female,280.48,10,East,0
CUST03100,43,Male,112.39,,South,1
CUST03101,Twenty,Male,394.71,12,West,0
CUST03102,20,Female,,13,East,0
CUST03103,42,M,-,4,North,0
CUST03104,41,Female,-,13,South,0
CUST03105,thirty-five,M,251.78,9,n,1
CUST03106,Twenty,Female,,0,South,0
CUST03107,thirty-five,Male,127.58,12,South,1
CUST03108,thirty-five,Female,327.98,2,?,1
CUST03109,67,Male,missing,12,South,1
CUST03110,44,Male,abc,2,South,0
CUST03111,64,Female,197.10,,SOUTH,1
CUST03112,47,Female,475.84,0,north ,1
CUST03113,30,Female,222.38,1,East,0
CUST03114,52,Female,247.16,3,South,1
CUST03115,35,other,230.74,11,South,1
CUST03116,18,M,274.08,99,West,1
CUST03117,,Female,381.33,,West,0
CUST03118,26,unknown,451.45,2,East,1
CUST03119,57,M,298.82,14,West,1
CUST03120,,Female,291.47,3,East,0
CUST03121,44,Female,-,11,West,1
CUST03122,27,Male,172.99,,East,0
CUST03123,,Female,92.78,None,North,1
CUST03124,57,Male,365.72,unknown,North,0
CUST03125,68,unknown,207.25,0,East,0
CUST03126,62,Female,169.49,0,South,1
CUST03127,31,unknown,$,8,West,1
CUST03128,Twenty,Male,missing,,West,1
CUST03129,46,Female,missing,6,West,1
CUST03130,47,Female,385.59,5,,0
CUST03131,36,,59.96,5,South,1
CUST03132,52,Female,51.40,1,East,0
CUST03133,69,Male,490.49,3,South,0
CUST03134,62,Female,474.64,9,South,1
CUST03135,60,Male,139.72,-1,West,1
CUST03136,60,Male,431.28,0,North,0
CUST03137,53,Male,316.97,3,SOUTH,0
CUST03138,39,Female,173.95,8,SOUTH,1
CUST03139,Twenty,Female,abc,,North,1
CUST03140,41,Male,310.98,1,South,1
CUST03141,57,Female,236.80,7,West,1
CUST03142,65,Male,138.13,4,East,0
CUST03143,18,Male,None,11,North,1
CUST03144,45,Male,-,,East,0
CUST03145,61,Female,385.31,5,North,0
CUST03146,67,Male,71.38,8,?,0
CUST03147,N/A,Male,226.41,5,West,0
CUST03148,38,M,291.87,99,SOUTH,0
CUST03149,51,Male,244.33,4,East,0
CUST03150,59,Female,302.23,14,North,1
CUST03151,53,Female,147.54,-1,East,0
CUST03152,40,Female,76.00,unknown,?,0
CUST03153,33,,253.20,None,South,1
CUST03154,49,Male,None,11,,0
CUST03155,N/A,Male,431.51,12,West,0
CUST03156,57,M,241.41,1,North,1
CUST03157,,Male,341.82,4,West,1
CUST03158,41,,77.25,6,West,0
CUST03159,50,Male,None,10,East,1
CUST03160,33,Female,None,unknown,South,0
CUST03161,51,Female,$,4,North,1
CUST03162,38,,None,1,East,1
CUST03163,55,other,missing,6,,0
CUST03164,22,Male,279.88,4,East,1
CUST03165,23,,259.27,3,,1
CUST03166,N/A,Male,411.00,2,,0
CUST03167,42,F,abc,7,North,0
CUST03168,34,Female,204.17,99,East,1
CUST03169,52,Male,274.04,3,South,0
CUST03170,,Male,107.29,12,East,1
CUST03171,49,Female,397.06,None,North,0
CUST03172,,Male,-,unknown,South,0
CUST03173,28,Female,-,0,West,0
CUST03174,44,Female,51.93,8,?,0
CUST03175,38,Male,134.87,8,South,0
CUST03176,40,Male,,0,South,1
CUST03177,30,Male,None,6,north ,0
CUST03178,,,None,3,South,0
CUST03179,64,other,443.74,12,North,1
CUST03180,thirty-five,Female,124.59,13,East,0
CUST03181,thirty-five,Male,475.82,3,West,1
CUST03182,29,Male,230.81,3,North,0
CUST03183,34,Female,64.05,5,north ,0
CUST03184,60,Female,287.36,8,East,1
CUST03185,55,Female,218.12,10,South,0
CUST03186,66,Male,None,7,East,1
CUST03187,55,Male,475.30,2,West,0
CUST03188,thirty-five,Male,149.05,4,East,0
CUST03189,45,Female,101.32,12,North,0
CUST03190,Twenty,,171.66,12,West,0
CUST03191,52,Female,115.35,10,West,1
CUST03192,32,Female,183.88,4,South,1
CUST03193,42,Female,92.18,8,East,0
CUST03194,20,Male,351.07,1,West,0
CUST03195,thirty-five,Male,117.64,13,West,1
CUST03196,56,Male,-,12,South,0
CUST03197,39,Male,251.98,14,East,1
CUST03198,26,Male,175.16,7,North,0
CUST03199,21,,78.97,4,SOUTH,0
CUST03200,38,Female,86.23,6,n,0
CUST03201,50,F,74.36,4,North,0
CUST03202,20,Male,309.61,10,West,1
CUST03203,65,Female,,,n,0
CUST03204,thirty-five,Female,358.74,None,South,0
CUST03205,37,Male,326.34,1,East,0
CUST03206,67,Male,84.14,-1,East,0
CUST03207,57,Male,436.75,unknown,South,1
CUST03208,69,Female,386.50,8,West,1
CUST03209,39,Male,126.55,8,East,1
CUST03210,45,Female,294.08,6,South,1
CUST03211,56,,98.22,1,South,1
CUST03212,25,Male,$,5,north ,0
CUST03213,32,Female,76.17,6,,0
CUST03214,26,M,223.57,14,,1
CUST03215,53,Male,294.75,8,East,0
CUST03216,68,Male,162.75,6,West,0
CUST03217,43,Female,191.06,1,East,0
CUST03218,54,Male,490.22,13,n,1
CUST03219,52,Male,231.14,0,n,0
CUST03220,66,Male,253.34,6,South,0
CUST03221,32,Male,89.73,4,West,0
CUST03222,61,Male,308.73,9,North,1
CUST03223,69,Female,342.83,8,,0
CUST03224,thirty-five,Male,452.54,13,South,1
CUST03225,64,unknown,318.23,2,South,0
CUST03226,36,Female,,,North,0
CUST03227,36,Female,121.53,9,South,0
CUST03228,34,Female,225.11,0,West,1
CUST03229,38,Male,378.16,7,SOUTH,1
CUST03230,29,M,127.27,10,South,1
CUST03231,44,Female,322.08,11,North,1
CUST03232,46,Female,453.05,8,South,1
CUST03233,,Female,93.09,unknown,north ,1
CUST03234,59,Male,375.71,8,n,1
CUST03235,54,Female,missing,10,North,1
CUST03236,19,Female,108.37,8,South,1
CUST03237,47,other,425.86,13,East,1
CUST03238,61,Male,$,None,East,0
CUST03239,64,M,389.47,12,n,1
CUST03240,52,Female,$,13,north ,0
CUST03241,thirty-five,Female,69.36,unknown,East,1
CUST03242,51,Female,85.22,0,North,1
CUST03243,40,,184.46,13,North,1
CUST03244,67,,99.24,11,East,0
CUST03245,,other,219.90,None,West,1
CUST03246,,Male,183.23,5,East,1
CUST03247,43,Male,426.18,11,West,1
CUST03248,45,Female,83.41,6,South,0
CUST03249,53,Male,abc,0,North,1
CUST03250,63,unknown,160.38,12,South,1
CUST03251,35,unknown,443.62,6,North,0
CUST03252,33,M,,-1,West,1
CUST03253,27,Male,215.13,,West,1
CUST03254,32,Female,missing,12,North,1
CUST03255,53,Female,126.43,,West,1
CUST03256,29,Male,269.39,3,West,1
CUST03257,28,Male,,5,West,1
CUST03258,,Male,$,0,East,0
CUST03259,31,,,1,East,0
CUST03260,64,,abc,6,North,1
CUST03261,37,Female,450.10,0,South,0
CUST03262,33,Female,None,12,North,0
CUST03263,50,Male,368.06,8,West,0
CUST03264,52,Female,346.66,unknown,North,1
CUST03265,36,Male,298.50,8,,0
CUST03266,47,,54.54,3,South,0
CUST03267,,Female,,,North,0
CUST03268,23,Female,109.37,99,North,0
CUST03269,21,Male,82.28,3,South,0
CUST03270,33,Male,89.66,1,East,0
CUST03271,59,Male,384.93,11,South,1
CUST03272,58,Male,missing,9,West,1
CUST03273,49,Female,missing,2,West,1
CUST03274,,Female,412.26,11,East,0
CUST03275,61,Female,61.63,99,South,1
CUST03276,28,Male,204.99,9,South,0
CUST03277,,Male,210.29,3,East,0
CUST03278,51,Male,,9,South,1
CUST03279,57,Male,None,6,West,1
CUST03280,28,Female,496.77,10,West,0
CUST03281,23,,338.50,10,South,0
CUST03282,50,,72.51,6,East,0
CUST03283,63,,435.37,6,East,0
CUST03284,57,Male,216.50,9,West,0
CUST03285,39,Male,317.45,3,North,0
CUST03286,66,Male,125.43,5,eest,1
CUST03287,42,Female,170.54,12,West,1
CUST03288,Twenty,Male,463.54,99,eest,0
CUST03289,,Female,385.76,12,n,1
CUST03290,35,F,336.45,5,West,0
CUST03291,69,Female,393.62,9,West,1
CUST03292,56,Male,260.63,5,North,1
CUST03293,69,Female,453.11,8,North,0
CUST03294,43,Male,,13,South,1
CUST03295,58,Male,missing,4,South,0
CUST03296,40,Male,,1,East,0
CUST03297,47,Female,247.77,14,?,0
CUST03298,39,Male,350.42,2,East,1
CUST03299,30,other,238.22,13,West,1
CUST03300,32,other,374.30,10,South,1
CUST03301,56,Female,282.83,7,,0
CUST03302,41,Female,383.02,99,,0
CUST03303,62,Female,443.33,6,East,1
CUST03304,38,Female,292.31,13,n,1
CUST03305,38,Male,258.92,unknown,South,1
CUST03306,thirty-five,Female,417.71,11,South,0
CUST03307,38,Male,None,0,East,1
CUST03308,61,Female,352.39,11,SOUTH,0
CUST03309,35,Female,missing,3,,1
CUST03310,37,Female,233.35,5,South,1
CUST03311,34,Female,307.39,-1,East,1
CUST03312,64,Male,495.30,13,South,0
CUST03313,66,F,181.07,8,North,0
CUST03314,69,Female,411.85,10,North,1
CUST03315,19,Female,199.96,3,East,1
CUST03316,N/A,unknown,487.42,99,South,1
CUST03317,37,Male,405.84,13,East,0
CUST03318,48,M,258.95,8,West,0
CUST03319,27,Female,342.09,10,North,1
CUST03320,32,Female,321.83,,South,0
CUST03321,52,Female,226.96,3,South,0
CUST03322,63,,missing,14,West,0
CUST03323,20,Male,182.15,12,North,1
CUST03324,49,Female,284.04,unknown,north ,0
CUST03325,48,Female,476.28,None,West,1
CUST03326,thirty-five,Male,450.55,7,South,0
CUST03327,thirty-five,Male,318.35,12,East,1
CUST03328,20,unknown,abc,6,East,1
CUST03329,63,Female,270.14,13,North,0
CUST03330,68,Female,None,14,West,0
CUST03331,24,Male,469.05,8,East,0
CUST03332,41,Female,137.94,5,South,1
CUST03333,50,unknown,214.26,0,n,1
CUST03334,,Female,345.26,4,East,0
CUST03335,N/A,Male,137.27,12,West,1
CUST03336,52,Female,,1,,0
CUST03337,40,Male,abc,None,West,1
CUST03338,32,Female,221.65,12,South,0
CUST03339,25,unknown,467.60,4,South,0
CUST03340,31,Male,224.79,5,South,0
CUST03341,27,Male,244.20,,East,0
CUST03342,34,Male,341.22,14,East,0
CUST03343,53,Female,489.21,13,North,1
CUST03344,48,Male,178.29,3,,0
CUST03345,31,Male,,,South,1
CUST03346,42,Male,163.71,9,West,1
CUST03347,68,Male,431.24,6,SOUTH,0
CUST03348,62,Male,204.84,3,West,1
CUST03349,28,Male,$,,North,0
CUST03350,62,Male,missing,0,South,1
CUST03351,49,other,409.55,11,?,0
CUST03352,45,Male,58.82,,eest,0
CUST03353,thirty-five,Female,abc,12,West,0
CUST03354,27,Male,146.76,10,West,1
CUST03355,61,Female,245.02,9,eest,1
CUST03356,41,Female,abc,,East,1
CUST03357,29,Male,424.85,13,West,1
CUST03358,61,Female,266.86,10,West,1
CUST03359,26,Male,55.46,7,eest,0
CUST03360,25,Female,-,14,South,0
CUST03361,thirty-five,other,$,5,West,1
CUST03362,20,other,,4,West,0
CUST03363,56,Female,480.44,7,West,1
CUST03364,51,Female,264.46,1,West,1
CUST03365,,,,12,East,1
CUST03366,61,Female,418.26,2,West,0
CUST03367,thirty-five,Male,,7,West,0
CUST03368,Twenty,Female,393.52,10,West,0
CUST03369,21,Female,176.92,14,?,1
CUST03370,37,Female,missing,3,East,0
CUST03371,38,M,476.40,14,North,1
CUST03372,32,unknown,$,14,East,0
CUST03373,45,Female,471.51,8,East,0
CUST03374,56,Female,65.79,0,North,0
CUST03375,18,Male,318.70,14,,1
CUST03376,46,Male,388.73,9,North,0
CUST03377,58,Female,485.63,13,SOUTH,1
CUST03378,40,Male,325.93,11,West,1
CUST03379,37,Male,abc,12,East,1
CUST03380,,Male,125.14,0,eest,0
CUST03381,68,,140.53,10,East,0
CUST03382,,Female,393.00,99,,0
CUST03383,26,Female,457.29,1,north ,1
CUST03384,thirty-five,F,None,13,South,0
CUST03385,67,Male,406.51,8,West,0
CUST03386,43,Male,,7,South,0
CUST03387,49,Female,488.02,1,East,0
CUST03388,50,Female,100.71,0,South,0
CUST03389,58,Male,181.18,6,West,1
CUST03390,26,unknown,,10,East,1
CUST03391,26,F,141.64,6,North,0
CUST03392,N/A,unknown,123.76,9,north ,1
CUST03393,61,Male,169.56,4,South,1
CUST03394,50,Male,249.31,4,North,0
CUST03395,25,Male,496.48,10,n,1
CUST03396,,Male,477.01,14,West,0
CUST03397,Twenty,Male,314.47,5,South,1
CUST03398,53,unknown,428.59,1,South,1
CUST03399,30,Male,368.06,,South,0
CUST03400,51,Female,79.98,-1,West,0
CUST03401,,Male,-,0,South,0
CUST03402,Twenty,Female,-,8,n,0
CUST03403,52,Female,358.63,11,North,1
CUST03404,38,Male,132.56,5,eest,0
CUST03405,19,Male,82.89,8,North,0
CUST03406,27,Female,110.49,4,north ,1
CUST03407,60,F,$,5,South,0
CUST03408,,Male,395.05,None,n,1
CUST03409,60,Female,64.05,3,South,0
CUST03410,41,Female,474.92,10,West,1
CUST03411,Twenty,Female,76.79,8,South,1
CUST03412,30,,377.33,11,,1
CUST03413,62,Female,482.11,5,East,1
CUST03414,21,Male,71.81,9,North,0
CUST03415,49,Male,216.50,99,South,1
CUST03416,18,Male,226.15,8,West,0
CUST03417,22,Female,303.27,0,West,0
CUST03418,50,Female,386.11,7,,0
CUST03419,33,,460.29,7,East,1
CUST03420,22,unknown,415.89,6,West,0
CUST03421,50,Female,307.11,0,eest,1
CUST03422,42,Male,481.33,None,eest,0
CUST03423,37,M,453.21,0,West,0
CUST03424,64,Male,417.38,unknown,North,1
CUST03425,68,Male,None,,,0
CUST03426,42,Male,,11,North,1
CUST03427,54,Female,462.20,,North,1
CUST03428,,Female,202.32,unknown,North,1
CUST03429,54,Male,53.82,0,South,1
CUST03430,Twenty,,445.76,13,North,1
CUST03431,28,Male,277.06,4,West,0
CUST03432,44,Female,395.01,4,?,1
CUST03433,40,,$,1,SOUTH,0
CUST03434,35,Female,472.36,5,?,1
CUST03435,thirty-five,Male,212.98,9,,0
CUST03436,29,Female,missing,14,North,1
CUST03437,,,443.75,9,north ,0
CUST03438,33,Male,364.52,4,North,0
CUST03439,68,Male,-,unknown,East,1
CUST03440,55,Female,249.97,2,East,0
CUST03441,51,Male,324.14,unknown,,1
CUST03442,48,Female,abc,unknown,East,0
CUST03443,Twenty,,339.91,unknown,North,1
CUST03444,62,Male,94.45,0,South,1
CUST03445,61,unknown,374.12,8,,0
CUST03446,59,Male,464.40,10,North,0
CUST03447,30,other,386.85,3,North,1
CUST03448,48,F,,-1,SOUTH,1
CUST03449,40,Male,196.17,12,eest,1
CUST03450,,unknown,454.02,14,South,0
CUST03451,34,,abc,6,,1
CUST03452,47,Female,92.07,4,South,1
CUST03453,25,Female,110.74,-1,East,0
CUST03454,,Female,451.34,1,South,0
CUST03455,58,Female,425.51,,North,1
CUST03456,27,Male,136.07,14,n,1
CUST03457,46,Male,147.96,13,South,1
CUST03458,55,Female,227.36,4,North,1
CUST03459,,M,230.44,5,West,0
CUST03460,thirty-five,Male,78.04,None,East,0
CUST03461,N/A,,246.55,0,South,0
CUST03462,N/A,Female,449.03,4,South,1
CUST03463,42,Female,189.36,12,North,0
CUST03464,67,Female,288.29,1,South,1
CUST03465,,Female,211.51,6,South,0
CUST03466,thirty-five,Female,299.87,9,North,1
CUST03467,36,Female,abc,-1,South,0
CUST03468,69,Female,None,3,North,1
